,Indice,Ano,Novela,Média,Emissora,Horário,ID_novel
976,51,2021,The Masked  Singer Brasil: 1ª Temporada,194,GLOBO ,REALITY SHOW,themaskedsingerbrasil1atemporada2021
977,52,2021,Zig Zag  Arena,88,GLOBO ,REALITY SHOW,zigzagarena2021
978,53,2021,The Voice  Brasil: 10ª Temporada,159,GLOBO ,REALITY SHOW,thevoicebrasil10atemporada2021
979,54,2022,Big Brother  Brasil 22,229,GLOBO ,REALITY SHOW,bigbrotherbrasil222022
980,55,2022,The Masked  Singer Brasil: 2ª Temporada,126,GLOBO ,REALITY SHOW,themaskedsingerbrasil2atemporada2022
981,56,2022,The Voice  +: 2ª Temporada,108,GLOBO ,REALITY SHOW,thevoice+2atemporada2022
982,57,2022,The Voice  Kids: 7ª Temporada,119,GLOBO ,REALITY SHOW,thevoicekids7atemporada2022
983,58,2022,No Limite:  6ª Temporada,161,GLOBO ,REALITY SHOW,nolimite6atemporada2022
984,59,2022,The Voice  Brasil: 11ª Temporada,151,GLOBO ,REALITY SHOW,thevoicebrasil11atemporada2022
985,60,2023,Big Brother  Brasil 23,-,GLOBO ,REALITY SHOW,bigbrotherbrasil232023
986,61,2023,The Masked  Singer Brasil: 3ª Temporada,-,GLOBO ,REALITY SHOW,themaskedsingerbrasil3atemporada2023
987,62,2023,Minha Mãe  Cozinha Melhor que a Sua,-,GLOBO ,REALITY SHOW,minhamaecozinhamelhorqueasua2023
988,0,Ano,Programa,Média,GLOBO ,PROGRAMAS,programaAno
989,1,2014,Mais Você,68,GLOBO ,PROGRAMAS,maisvoce2014
990,2,2014,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2014
991,3,2014,Amor &  Sexo: 8ª Temporada,139,GLOBO ,PROGRAMAS,amoresexo8atemporada2014
992,4,2015,Mais Você,69,GLOBO ,PROGRAMAS,maisvoce2015
993,5,2015,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2015
994,6,2015,"Luz,  Câmera, 50 Anos",178,GLOBO ,PROGRAMAS,luzcamera50anos2015
995,7,2015,"Luz,  Câmera, 50 Anos",106,GLOBO ,PROGRAMAS,luzcamera50anos2015
996,8,2015,Tomara que  Caia,104,GLOBO ,PROGRAMAS,tomaraquecaia2015
997,9,2016,Mais Você,79,GLOBO ,PROGRAMAS,maisvoce2016
998,10,2016,Encontro  com Fátima Bernardes,79,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2016
999,11,2016,Amor &  Sexo: 9ª Temporada,152,GLOBO ,PROGRAMAS,amoresexo9atemporada2016
1000,12,2016,Tamanho  Família: 1ª Temporada,124,GLOBO ,PROGRAMAS,tamanhofamilia1atemporada2016
1001,13,2016,Adnight: 1ª  Temporada,131,GLOBO ,PROGRAMAS,adnight1atemporada2016
1002,14,2017,Mais Você,83,GLOBO ,PROGRAMAS,maisvoce2017
1003,15,2017,Encontro  com Fátima Bernardes,82,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2017
1004,16,2017,Amor &  Sexo: 10ª Temporada,144,GLOBO ,PROGRAMAS,amoresexo10atemporada2017
1005,17,2017,Tamanho  Família: 2ª Temporada,133,GLOBO ,PROGRAMAS,tamanhofamilia2atemporada2017
1006,18,2017,Adnight  Show: 2ª Temporada,113,GLOBO ,PROGRAMAS,adnightshow2atemporada2017
1007,19,2017,Lazinho com  Você,124,GLOBO ,PROGRAMAS,lazinhocomvoce2017
1008,20,2018,Mais Você,81,GLOBO ,PROGRAMAS,maisvoce2018
1009,21,2018,Encontro  com Fátima Bernardes,78,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2018
1010,22,2018,Tamanho  Família: 3ª Temporada,151,GLOBO ,PROGRAMAS,tamanhofamilia3atemporada2018
1011,23,2018,SóTocaTop:  1ª Temporada,111,GLOBO ,PROGRAMAS,sotocatop1atemporada2018
1012,24,2018,Tamanho  Família: 4ª Temporada,126,GLOBO ,PROGRAMAS,tamanhofamilia4atemporada2018
1013,25,2018,Amor &  Sexo: 11ª Temporada,102,GLOBO ,PROGRAMAS,amoresexo11atemporada2018
1014,26,2018,Os Melhores  Anos das Nossas Vidas,111,GLOBO ,PROGRAMAS,osmelhoresanosdasnossasvidas2018
1015,27,2018,SóTocaTop:  2ª Temporada,101,GLOBO ,PROGRAMAS,sotocatop2atemporada2018
1016,28,2019,Mais Você,77,GLOBO ,PROGRAMAS,maisvoce2019
1017,29,2019,Encontro  com Fátima Bernardes,76,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2019
1018,30,2019,Tá  Brincando,101,GLOBO ,PROGRAMAS,tabrincando2019
1019,31,2019,Lady Night:  1ª Temporada,127,GLOBO ,PROGRAMAS,ladynight1atemporada2019
1020,32,2019,SóTocaTop:  3ª Temporada,105,GLOBO ,PROGRAMAS,sotocatop3atemporada2019
1021,33,2019,Tamanho  Família: 5ª Temporada,122,GLOBO ,PROGRAMAS,tamanhofamilia5atemporada2019
1022,34,2019,Se Joga,82,GLOBO ,PROGRAMAS,sejoga2019
1023,35,,,,GLOBO ,PROGRAMAS,
1024,36,Ano,Programa,Média,GLOBO ,PROGRAMAS,programaAno
1025,37,2020,Mais Você,73,GLOBO ,PROGRAMAS,maisvoce2020
1026,38,2020,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2020
1027,39,2020,Se Joga,86,GLOBO ,PROGRAMAS,sejoga2020
1028,40,2020,SóTocaTop  Verão: 1ª Temporada,113,GLOBO ,PROGRAMAS,sotocatopverao1atemporada2020
1029,41,2020,Fora de  Hora: 1ª Temporada,139,GLOBO ,PROGRAMAS,foradehora1atemporada2020
1030,42,2020,Lady Night:  2ª Temporada,116,GLOBO ,PROGRAMAS,ladynight2atemporada2020
1031,43,2020,Simples  Assim: 1ª Temporada,95,GLOBO ,PROGRAMAS,simplesassim1atemporada2020
1032,44,2020,"Que  História é Essa, Porchat?: 1ª Temporada",101,GLOBO ,PROGRAMAS,quehistoriaeessaporchat?1atemporada2020
1033,45,2021,Mais Você,71,GLOBO ,PROGRAMAS,maisvoce2021
1034,46,2021,Encontro  com Fátima Bernardes,72,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2021
1035,47,2021,Se Joga,95,GLOBO ,PROGRAMAS,sejoga2021
1036,48,2021,No Limite:  A Eliminação: 1ª Temporada,123,GLOBO ,PROGRAMAS,nolimiteaeliminacao1atemporada2021
1037,49,2021,Caldeirão,127,GLOBO ,PROGRAMAS,caldeirao2021
1038,50,2021,Domingão  com Huck,152,GLOBO ,PROGRAMAS,domingaocomhuck2021
1039,51,2022,Caldeirão  com Mion,127,GLOBO ,PROGRAMAS,caldeiraocommion2022
1040,52,2022,Domingão  com Huck,157,GLOBO ,PROGRAMAS,domingaocomhuck2022
1041,53,2022,Mais Você,73,GLOBO ,PROGRAMAS,maisvoce2022
1042,54,2022,Encontro  com Fátima Bernardes,73,GLOBO ,PROGRAMAS,encontrocomfatimabernardes2022
1043,55,2022,Lady Night:  3ª Temporada,112,GLOBO ,PROGRAMAS,ladynight3atemporada2022
1044,56,2022,"Que  História é Essa, Porchat?: 2ª Temporada",91,GLOBO ,PROGRAMAS,quehistoriaeessaporchat?2atemporada2022
1045,57,2022,No Limite:  A Eliminação: 2ª Temporada,104,GLOBO ,PROGRAMAS,nolimiteaeliminacao2atemporada2022
1046,58,2022,Encontro  com Patrícia Poeta,72,GLOBO ,PROGRAMAS,encontrocompatriciapoeta2022
1047,59,2022,Pipoca da  Ivete: 1ª Temporada,99,GLOBO ,PROGRAMAS,pipocadaivete1atemporada2022
1048,60,2022,Central da  Copa,89,GLOBO ,PROGRAMAS,centraldacopa2022
1049,61,2023,Domingão  com Huck,-,GLOBO ,PROGRAMAS,domingaocomhuck2023
1050,62,2023,Fantástico,-,GLOBO ,PROGRAMAS,fantastico2023
1051,63,2023,Encontro  com Patrícia Poeta,-,GLOBO ,PROGRAMAS,encontrocompatriciapoeta2023
1052,64,2023,Mais Você,-,GLOBO ,PROGRAMAS,maisvoce2023
1053,65,2023,É de Casa,-,GLOBO ,PROGRAMAS,edecasa2023
1054,66,2023,Caldeirão  com Mion,-,GLOBO ,PROGRAMAS,caldeiraocommion2023
1055,67,2023,Altas Horas,-,GLOBO ,PROGRAMAS,altashoras2023
1056,68,2023,Lady Night:  4ª Temporada,-,GLOBO ,PROGRAMAS,ladynight4atemporada2023
1057,69,,,,GLOBO ,PROGRAMAS,
1058,70,,,,GLOBO ,PROGRAMAS,
1059,71,REPRISES,REPRISES,,GLOBO ,PROGRAMAS,reprisesREPRISES
1060,72,,,,GLOBO ,PROGRAMAS,
1061,73,Ano,Programa,Média,GLOBO ,PROGRAMAS,programaAno
1062,74,2020,Tamanho  Família,91,GLOBO ,PROGRAMAS,tamanhofamilia2020
1063,0,Ano,Programa,Média,GLOBO ,FILMES,programaAno
1064,1,2014,Sessão da  Tarde,100,GLOBO ,FILMES,sessaodatarde2014
1065,2,2015,Sessão da  Tarde,104,GLOBO ,FILMES,sessaodatarde2015
1066,3,2016,Sessão da  Tarde,111,GLOBO ,FILMES,sessaodatarde2016
1067,4,2017,Sessão da  Tarde,123,GLOBO ,FILMES,sessaodatarde2017
1068,5,2018,Sessão da  Tarde,115,GLOBO ,FILMES,sessaodatarde2018
1069,6,2019,Sessão da  Tarde,109,GLOBO ,FILMES,sessaodatarde2019
1070,7,,,,GLOBO ,FILMES,
1071,8,Ano,Programa,Média,GLOBO ,FILMES,programaAno
1072,9,2020,Sessão da  Tarde,126,GLOBO ,FILMES,sessaodatarde2020
1073,10,2021,Sessão da  Tarde,110,GLOBO ,FILMES,sessaodatarde2021
1074,11,2022,Sessão da Tarde,116,GLOBO ,FILMES,sessaodatarde2022
1075,12,2022,Cinema do  Líder,120,GLOBO ,FILMES,cinemadolider2022
1076,13,2023,Temperatura  Máxima,-,GLOBO ,FILMES,temperaturamaxima2023
1077,14,2023,Sessão da  Tarde,-,GLOBO ,FILMES,sessaodatarde2023
1078,15,2023,Sessão de  Sábado,-,GLOBO ,FILMES,sessaodesabado2023
1079,16,2023,Campeões de  Bilheteria,-,GLOBO ,FILMES,campeoesdebilheteria2023
1080,17,2023,Tela Quente,-,GLOBO ,FILMES,telaquente2023
1081,18,2023,Cinema do  Líder,-,GLOBO ,FILMES,cinemadolider2023
1082,0,Ano,Jornalístico,Média,GLOBO ,JORNALÍSTICOS,jornalisticoAno
1083,1,2013,Jornal  Nacional,259,GLOBO ,JORNALÍSTICOS,jornalnacional2013
1084,2,2014,SPTV: 1ª  Edição,105,GLOBO ,JORNALÍSTICOS,sptv1aedicao2014
1085,3,2014,Jornal Hoje,104,GLOBO ,JORNALÍSTICOS,jornalhoje2014
1086,4,2014,SPTV: 2ª  Edição,198,GLOBO ,JORNALÍSTICOS,sptv2aedicao2014
1087,5,2014,Jornal  Nacional,235,GLOBO ,JORNALÍSTICOS,jornalnacional2014
1088,6,2015,SPTV: 1ª  Edição,111,GLOBO ,JORNALÍSTICOS,sptv1aedicao2015
1089,7,2015,Jornal Hoje,110,GLOBO ,JORNALÍSTICOS,jornalhoje2015
1090,8,2015,SPTV: 2ª  Edição,219,GLOBO ,JORNALÍSTICOS,sptv2aedicao2015
1091,9,2015,Jornal  Nacional,239,GLOBO ,JORNALÍSTICOS,jornalnacional2015
1092,10,2016,SPTV: 1ª  Edição,124,GLOBO ,JORNALÍSTICOS,sptv1aedicao2016
1093,11,2016,Jornal Hoje,119,GLOBO ,JORNALÍSTICOS,jornalhoje2016
1094,12,2016,SPTV: 2ª  Edição,266,GLOBO ,JORNALÍSTICOS,sptv2aedicao2016
1095,13,2016,Jornal  Nacional,267,GLOBO ,JORNALÍSTICOS,jornalnacional2016
1096,14,2017,SP1,133,GLOBO ,JORNALÍSTICOS,sp12017
1097,15,2017,Jornal Hoje,126,GLOBO ,JORNALÍSTICOS,jornalhoje2017
1098,16,2017,SP2,265,GLOBO ,JORNALÍSTICOS,sp22017
1099,17,2017,Jornal  Nacional,296,GLOBO ,JORNALÍSTICOS,jornalnacional2017
1100,18,2018,SP1,129,GLOBO ,JORNALÍSTICOS,sp12018
1101,19,2018,Jornal Hoje,122,GLOBO ,JORNALÍSTICOS,jornalhoje2018
1102,20,2018,SP2,239,GLOBO ,JORNALÍSTICOS,sp22018
1103,21,2018,Jornal  Nacional,297,GLOBO ,JORNALÍSTICOS,jornalnacional2018
1104,22,2019,SP1,120,GLOBO ,JORNALÍSTICOS,sp12019
1105,23,2019,Jornal Hoje,117,GLOBO ,JORNALÍSTICOS,jornalhoje2019
1106,24,2019,SP2,241,GLOBO ,JORNALÍSTICOS,sp22019
1107,25,2019,Jornal  Nacional,293,GLOBO ,JORNALÍSTICOS,jornalnacional2019
1108,26,,,,GLOBO ,JORNALÍSTICOS,
1109,27,Ano,Jornalístico,Média,GLOBO ,JORNALÍSTICOS,jornalisticoAno
1110,28,2020,SP1,118,GLOBO ,JORNALÍSTICOS,sp12020
1111,29,2020,Jornal Hoje,125,GLOBO ,JORNALÍSTICOS,jornalhoje2020
1112,30,2020,SP2,241,GLOBO ,JORNALÍSTICOS,sp22020
1113,31,2020,Jornal  Nacional,298,GLOBO ,JORNALÍSTICOS,jornalnacional2020
1114,32,2021,SP1,106,GLOBO ,JORNALÍSTICOS,sp12021
1115,33,2021,Jornal Hoje,111,GLOBO ,JORNALÍSTICOS,jornalhoje2021
1116,34,2021,SP2,217,GLOBO ,JORNALÍSTICOS,sp22021
1117,35,2021,Jornal  Nacional,255,GLOBO ,JORNALÍSTICOS,jornalnacional2021
1118,36,2022,SP1,102,GLOBO ,JORNALÍSTICOS,sp12022
1119,37,2022,Jornal Hoje,118,GLOBO ,JORNALÍSTICOS,jornalhoje2022
1120,38,2022,SP2,206,GLOBO ,JORNALÍSTICOS,sp22022
1121,39,2022,Jornal  Nacional,234,GLOBO ,JORNALÍSTICOS,jornalnacional2022
1122,40,2023,Hora Um,-,GLOBO ,JORNALÍSTICOS,horaum2023
1123,41,2023,Bom Dia SP,-,GLOBO ,JORNALÍSTICOS,bomdiasp2023
1124,42,2023,Bom Dia  Brasil,-,GLOBO ,JORNALÍSTICOS,bomdiabrasil2023
1125,43,2023,SP1,-,GLOBO ,JORNALÍSTICOS,sp12023
1126,44,2023,Globo  Esporte,-,GLOBO ,JORNALÍSTICOS,globoesporte2023
1127,45,2023,Jornal Hoje,-,GLOBO ,JORNALÍSTICOS,jornalhoje2023
1128,46,2023,SP2,-,GLOBO ,JORNALÍSTICOS,sp22023
1129,47,2023,Jornal  Nacional,-,GLOBO ,JORNALÍSTICOS,jornalnacional2023
1130,48,2023,Jornal da  Globo,-,GLOBO ,JORNALÍSTICOS,jornaldaglobo2023
1131,0,Ano,Evento,Média,GLOBO ,ESPORTIVO,eventoAno
1132,1,2014,Copa do  Mundo: Brasil,194,GLOBO ,ESPORTIVO,copadomundobrasil2014
1133,2,2018,Copa do  Mundo: Rússia,246,GLOBO ,ESPORTIVO,copadomundorussia2018
1134,3,2022,Copa do  Mundo: Catar,218,GLOBO ,ESPORTIVO,copadomundocatar2022
1136,1,2021,O Cravo e a  Rosa,24,erro,erro,ocravoearosa2021
1137,2,2022,Chocolate  com Pimenta,-,erro,erro,chocolatecompimenta2022
1139,1,2014,Caras &  Bocas,39,erro,erro,carasebocas2014
1140,2,2014,Cobras  & Lagartos,29,erro,erro,cobraselagartos2014
1141,3,2015,O Rei do  Gado,64,erro,erro,oreidogado2015
1142,4,2015,Caminho das  Índias,38,erro,erro,caminhodasindias2015
1143,5,2016,Anjo Mau,37,erro,erro,anjomau2016
1144,6,2016,Cheias de  Charme,45,erro,erro,cheiasdecharme2016
1145,7,2017,Senhora do  Destino,58,erro,erro,senhoradodestino2017
1146,8,2017,Celebridade,23,erro,erro,celebridade2017
1147,9,2018,Belíssima,21,erro,erro,belissima2018
1148,10,2019,Cordel  Encantado,28,erro,erro,cordelencantado2019
1149,11,2019,Por Amor,36,erro,erro,poramor2019
1150,12,2019,Avenida  Brasil,59,erro,erro,avenidabrasil2019
1151,13,,,,erro,erro,
1153,15,2020,Eta Mundo  Bom!,86,erro,erro,etamundobom2020
1154,16,2020,Laços de  Família,65,erro,erro,lacosdefamilia2020
1155,17,2021,Ti Ti Ti,41,erro,erro,tititi2021
1156,18,2021,O Clone,42,erro,erro,oclone2021
1157,19,2022,A Favorita,37,erro,erro,afavorita2022
1158,20,2022,O Rei do  Gado,-,erro,erro,oreidogado2022
1160,1,2010,Escrito nas  Estrelas,71,erro,erro,escritonasestrelas2010
1161,2,2010,Araguaia,51,erro,erro,araguaia2010
1162,3,2011,Cordel  Encantado,65,erro,erro,cordelencantado2011
1163,4,2011,A Vida da  Gente,73,erro,erro,avidadagente2011
1164,5,2012,Amor Eterno  Amor,71,erro,erro,amoreternoamor2012
1165,6,2012,Lado a Lado,45,erro,erro,ladoalado2012
1166,7,2013,Flor do  Caribe,63,erro,erro,flordocaribe2013
1167,8,2013,Joia Rara,49,erro,erro,joiarara2013
1168,9,2014,Meu  Pedacinho de Chão,27,erro,erro,meupedacinhodechao2014
1169,10,2014,Boogie  Oogie,34,erro,erro,boogieoogie2014
1170,11,2015,Sete Vidas,24,erro,erro,setevidas2015
1171,12,2015,Além do  Tempo,48,erro,erro,alemdotempo2015
1172,13,2016,Eta Mundo  Bom!,94,erro,erro,etamundobom2016
1173,14,2016,Sol  Nascente,37,erro,erro,solnascente2016
1174,15,2017,Novo Mundo,41,erro,erro,novomundo2017
1175,16,2017,Tempo de  Amar,38,erro,erro,tempodeamar2017
1176,17,2018,Orgulho e  Paixão,47,erro,erro,orgulhoepaixao2018
1177,18,2018,Espelho da  Vida,29,erro,erro,espelhodavida2018
1178,19,2019,Órfãos da  Terra,41,erro,erro,orfaosdaterra2019
1179,20,2019,Éramos Seis,36,erro,erro,eramosseis2019
1180,21,,,,erro,erro,
1182,23,2021,Nos Tempos  do Imperador,22,erro,erro,nostemposdoimperador2021
1183,24,2022,Além da  Ilusão,37,erro,erro,alemdailusao2022
1184,25,2022,Mar do  Sertão,,erro,erro,mardosertao2022
1185,26,,,,erro,erro,
1186,27,,,,erro,erro,
1187,28,Ano,Reprise,Média,erro,erro,repriseAno
1188,29,2020,Novo Mundo,10,erro,erro,novomundo2020
1189,30,2020,Flor do  Caribe,29,erro,erro,flordocaribe2020
1190,31,2021,A Vida da  Gente,40,erro,erro,avidadagente2021
1192,1,2000,Uga-Uga,79,erro,erro,ugauga2000
1193,2,2001,Um Anjo  Caiu do Céu,39,erro,erro,umanjocaiudoceu2001
1194,3,2001,As Filhas  da Mãe,23,erro,erro,asfilhasdamae2001
1195,4,2002,Desejos de  Mulher,33,erro,erro,desejosdemulher2002
1196,5,2002,O Beijo do  Vampiro,27,erro,erro,obeijodovampiro2002
1197,6,2003,Kubanacan,30,erro,erro,kubanacan2003
1198,7,2004,Da Cor do  Pecado,71,erro,erro,dacordopecado2004
1199,8,2004,Começar de  Novo,19,erro,erro,comecardenovo2004
1200,9,2005,A Lua Me  Disse,-10,erro,erro,aluamedisse2005
1201,10,2005,Bang Bang,-105,erro,erro,bangbang2005
1202,11,2006,Cobras  & Lagartos,44,erro,erro,cobraselagartos2006
1203,12,2006,Pé na Jaca,-18,erro,erro,penajaca2006
1204,13,2007,Sete  Pecados,56,erro,erro,setepecados2007
1205,14,2008,Beleza Pura,47,erro,erro,belezapura2008
1206,15,2008,Três Irmãs,36,erro,erro,tresirmas2008
1207,16,2009,Caras &  Bocas,56,erro,erro,carasebocas2009
1208,17,,,,erro,erro,
1210,19,2010,Tempos  Modernos,-15,erro,erro,temposmodernos2010
1211,20,2010,Ti Ti Ti,63,erro,erro,tititi2010
1212,21,2011,Morde &  Assopra,45,erro,erro,mordeeassopra2011
1213,22,2011,Aquele  Beijo,33,erro,erro,aquelebeijo2011
1214,23,2012,Cheias de  Charme,73,erro,erro,cheiasdecharme2012
1215,24,2012,Guerra dos  Sexos,40,erro,erro,guerradossexos2012
1216,25,2013,Sangue Bom,38,erro,erro,sanguebom2013
1217,26,2013,Além do  Horizonte,17,erro,erro,alemdohorizonte2013
1218,27,2014,Geração  Brasil,16,erro,erro,geracaobrasil2014
1219,28,2014,Alto Astral,41,erro,erro,altoastral2014
1220,29,2015,I Love  Paraisópolis,34,erro,erro,iloveparaisopolis2015
1221,30,2015,Totalmente  Demais,45,erro,erro,totalmentedemais2015
1222,31,2016,Haja  Coração,17,erro,erro,hajacoracao2016
1223,32,2016,Rock Story,39,erro,erro,rockstory2016
1224,33,2017,Pega Pega,52,erro,erro,pegapega2017
1225,34,2018,Deus Salve  o Rei,36,erro,erro,deussalveorei2018
1226,35,2018,O Tempo Não  Para,54,erro,erro,otemponaopara2018
1227,36,2019,Verão 90,57,erro,erro,verao902019
1228,37,2019,Bom Sucesso,78,erro,erro,bomsucesso2019
1229,38,,,,erro,erro,
1231,40,2020,Salve-se  Quem Puder,67,erro,erro,salvesequempuder2020
1232,41,2021,"Quanto Mais  Vida, Melhor!",30,erro,erro,quantomaisvidamelhor2021
1233,42,2022,Cara e  Coragem,13,erro,erro,caraecoragem2022
1234,43,2023,Vai na Fé,-,erro,erro,vainafe2023
1235,44,,,,erro,erro,
1236,45,,,,erro,erro,
1237,46,Ano,Reprise,Média,erro,erro,repriseAno
1238,47,2020,Totalmente  Demais,101,erro,erro,totalmentedemais2020
1239,48,2020,Haja  Coração,51,erro,erro,hajacoracao2020
1240,49,2021,Pega Pega,45,erro,erro,pegapega2021
1242,1,2000,Laços de  Família,71,erro,erro,lacosdefamilia2000
1243,2,2001,Porto dos  Milagres,113,erro,erro,portodosmilagres2001
1244,3,2001,O Clone,167,erro,erro,oclone2001
1245,4,2002,Esperança,87,erro,erro,esperanca2002
1246,5,2003,Mulheres  Apaixonadas,119,erro,erro,mulheresapaixonadas2003
1247,6,2003,Celebridade,83,erro,erro,celebridade2003
1248,7,2004,Senhora do  Destino,158,erro,erro,senhoradodestino2004
1249,8,2005,América,169,erro,erro,america2005
1250,9,2005,Belíssima,193,erro,erro,belissima2005
1251,10,2006,Páginas da  Vida,111,erro,erro,paginasdavida2006
1252,11,2007,Paraíso  Tropical,129,erro,erro,paraisotropical2007
1253,12,2007,Duas Caras,124,erro,erro,duascaras2007
1254,13,2008,A Favorita,130,erro,erro,afavorita2008
1255,14,2009,Caminho das  Índias,107,erro,erro,caminhodasindias2009
1256,15,2009,Viver a  Vida,84,erro,erro,viveravida2009
1257,16,,,,erro,erro,
1259,18,2010,Passione,69,erro,erro,passione2010
1260,19,2011,Insensato  Coração,62,erro,erro,insensatocoracao2011
1261,20,2011,Fina  Estampa,121,erro,erro,finaestampa2011
1262,21,2012,Avenida  Brasil,97,erro,erro,avenidabrasil2012
1263,22,2012,Salve Jorge,111,erro,erro,salvejorge2012
1264,23,2013,Amor à Vida,131,erro,erro,amoravida2013
1265,24,2014,Em Família,90,erro,erro,emfamilia2014
1266,25,2014,Império,126,erro,erro,imperio2014
1267,26,2015,Babilônia,14,erro,erro,babilonia2015
1268,27,2015,A Regra do  Jogo,42,erro,erro,aregradojogo2015
1269,28,2016,Velho Chico,03,erro,erro,velhochico2016
1270,29,2016,A Lei do  Amor,20,erro,erro,aleidoamor2016
1271,30,2017,A Força do  Querer,67,erro,erro,aforcadoquerer2017
1272,31,2017,O Outro  Lado do Paraíso,119,erro,erro,ooutroladodoparaiso2017
1273,32,2018,Segundo Sol,73,erro,erro,segundosol2018
1274,33,2018,O Sétimo  Guardião,52,erro,erro,osetimoguardiao2018
1275,34,2019,A Dona do  Pedaço,70,erro,erro,adonadopedaco2019
1276,35,2019,Amor de Mãe,32,erro,erro,amordemae2019
1277,36,,,,erro,erro,
1279,38,2021,Um Lugar ao  Sol,23,erro,erro,umlugaraosol2021
1280,39,2022,Pantanal,82,erro,erro,pantanal2022
1281,40,2022,Travessia,-,erro,erro,travessia2022
1282,41,,,,erro,erro,
1283,42,,,,erro,erro,
1284,43,REPRISES,REPRISES,,erro,erro,reprisesREPRISES
1285,44,,,,erro,erro,
1286,45,Ano,Reprise,Média,erro,erro,repriseAno
1287,46,2020,Fina  Estampa,41,erro,erro,finaestampa2020
1288,47,2020,A Força do  Querer,42,erro,erro,aforcadoquerer2020
1289,48,2021,Império,36,erro,erro,imperio2021
1291,1,2012,Intensa  como a Vida,20,erro,erro,intensacomoavida2012
1292,2,2013,Casa Cheia,14,erro,erro,casacheia2013
1293,3,2014,Sonhos,07,erro,erro,sonhos2014
1294,4,2015,Seu Lugar  no Mundo,22,erro,erro,seulugarnomundo2015
1295,5,2016,Pro Dia  Nascer Feliz,20,erro,erro,prodianascerfeliz2016
1296,6,2017,Viva a  Diferença,30,erro,erro,vivaadiferenca2017
1297,7,2018,Vidas  Brasileiras,19,erro,erro,vidasbrasileiras2018
1298,8,2019,Toda Forma  de Amar,04,erro,erro,todaformadeamar2019
1299,9,,,,erro,erro,
1300,10,Ano,Reprise,Média,erro,erro,repriseAno
1301,11,2020,Viva a  Diferença,-16,erro,erro,vivaadiferenca2020
1302,12,2021,Sonhos,01,erro,erro,sonhos2021
1304,1,1964,João  Pão,108,RECORD ,NOVELAS NACIONAIS,joaopao1964
1305,2,1964,Sonho  de Amor,110,RECORD ,NOVELAS NACIONAIS,sonhodeamor1964
1306,3,1964,Renúncia,85,RECORD ,NOVELAS NACIONAIS,renuncia1964
1307,4,1964,O  Desconhecido,131,RECORD ,NOVELAS NACIONAIS,odesconhecido1964
1308,5,1964,Banzo,124,RECORD ,NOVELAS NACIONAIS,banzo1964
1309,6,1964,Marcados  pelo Amor,107,RECORD ,NOVELAS NACIONAIS,marcadospeloamor1964
1310,7,1964,Prisioneiro  de um Sonho,86,RECORD ,NOVELAS NACIONAIS,prisioneirodeumsonho1964
1311,8,1965,Somos  Todos Irmãos,45,RECORD ,NOVELAS NACIONAIS,somostodosirmaos1965
1312,9,1965,Quatro  Homens Juntos,145,RECORD ,NOVELAS NACIONAIS,quatrohomensjuntos1965
1313,10,1965,Comédia  Carioca,16,RECORD ,NOVELAS NACIONAIS,comediacarioca1965
1314,11,1965,Ceará  Contra 007,170,RECORD ,NOVELAS NACIONAIS,cearacontra0071965
1315,12,1965,Turbilhão,07,RECORD ,NOVELAS NACIONAIS,turbilhao1965
1316,13,1965,Quem  Bate,164,RECORD ,NOVELAS NACIONAIS,quembate1965
1317,14,1965,Mãos ao Ar,97,RECORD ,NOVELAS NACIONAIS,maosaoar1965
1318,15,1968,A Última  Testemunha,150,RECORD ,NOVELAS NACIONAIS,aultimatestemunha1968
1319,16,1968,As  Professorinhas,89,RECORD ,NOVELAS NACIONAIS,asprofessorinhas1968
1320,17,1968,Ana,95,RECORD ,NOVELAS NACIONAIS,ana1968
1321,18,1969,Algemas de  Ouro,151,RECORD ,NOVELAS NACIONAIS,algemasdeouro1969
1322,19,1969,Os  Acorrentados,128,RECORD ,NOVELAS NACIONAIS,osacorrentados1969
1323,20,1969,Seu Único  Pecado,115,RECORD ,NOVELAS NACIONAIS,seuunicopecado1969
1324,21,,,,RECORD ,NOVELAS NACIONAIS,
1326,23,1970,As Pupilas  do Senhor Reitor,200,RECORD ,NOVELAS NACIONAIS,aspupilasdosenhorreitor1970
1327,24,1970,Tilim,106,RECORD ,NOVELAS NACIONAIS,tilim1970
1328,25,1971,Os Deuses  Estão Mortos,148,RECORD ,NOVELAS NACIONAIS,osdeusesestaomortos1971
1329,26,1971,"Editora  Mayo, Bom Dia",107,RECORD ,NOVELAS NACIONAIS,editoramayobomdia1971
1330,27,1971,Pingo de  Gente,96,RECORD ,NOVELAS NACIONAIS,pingodegente1971
1331,28,1971,Sol Amarelo,45,RECORD ,NOVELAS NACIONAIS,solamarelo1971
